"","lat","long","accuracy","formatted_address","address_type","status","index"
"846",42.7168337,12.2519308,"establishment","Lago di Corbara, Provincia di Terni, Italy","establishment,natural_feature","OK",845
"847",46.3385307,4.726553,"route","Route de Mâcon, 71960 La Roche-Vineuse, France","route","OK",846
"848",-38.662334,178.017649,"locality","Gisborne, New Zealand","locality,political","OK",847
"849",39.3604212,-9.1582014,"locality","2510 Óbidos Municipality, Portugal","locality,political","OK",848
"850",45.3166667,11.6666667,"establishment","Euganean Hills, 35030 Vo, Province of Padua, Italy","establishment,natural_feature","OK",849
"851",-43.5226027,172.5678853,"premise","Wairarapa, Ilam, Christchurch 8041, New Zealand","premise","OK",850
"852",40.069099,45.038189,"country","Armenia","country,political","OK",851
"853",-34.6324213,-71.3592116,"locality","Santa Cruz, O'Higgins Region, Chile","locality,political","OK",852
"854",NA,NA,NA,NA,NA,"ZERO_RESULTS",853
"855",42.9297182,16.888644,"establishment","Korčula, Croatia","establishment,natural_feature","OK",854
"856",36.785262,11.9918779,"establishment","Pantelleria, 91017 Pantelleria, Province of Trapani, Italy","establishment,natural_feature","OK",855
"857",45.8350536,21.0945535,"route","Strada Viilor, Dudeștii Noi, Romania","route","OK",856
"858",40.6331249,-89.3985283,"administrative_area_level_1","Illinois, USA","administrative_area_level_1,political","OK",857
"859",42.9996008,11.5156193,"church","Località Sant'Antimo, 53024 Montalcino SI, Italy","church,establishment,place_of_worship,point_of_interest","OK",858
"860",43.7983982,11.4683869,"establishment","Località Selvapiana, 43, 50068 Rufina FI, Italy","establishment,food,point_of_interest","OK",859
"861",44.837789,-0.57918,"locality","Bordeaux, France","locality,political","OK",860
"862",41.5947226,9.3099556,"bar","Route de Palombaggia, 20137 Porto-Vecchio, France","bar,establishment,food,health,lodging,point_of_interest,restaurant,spa","OK",861
"863",42.8155841,2.7491094,"establishment","24 Rue Jean Badia, 66720 Tautavel, France","establishment,food,point_of_interest","OK",862
"864",42.7001964,3.0099495,"route","Boulevard Traverse du Village, 66140 Canet-en-Roussillon, France","route","OK",863
"865",41.108333,14.608333,"establishment","Taburnus, 82030 Tocco Caudio, Province of Benevento, Italy","establishment,natural_feature","OK",864
"866",41.0847777,16.2706484,"establishment","76123 Andria, Province of Barletta-Andria-Trani, Italy","establishment,point_of_interest","OK",865
"867",NA,NA,NA,NA,NA,"ZERO_RESULTS",866
"868",NA,NA,NA,NA,NA,"ZERO_RESULTS",867
"869",36.848315,28.2598229,"establishment","Çıldır Mahallesi, Kemal Seyfettin Elgin Blv., 48700 Marmaris/Muğla, Turkey","establishment,lodging,point_of_interest","OK",868
"870",46.3068839,4.828731,"locality","71000 Mâcon, France","locality,political","OK",869
"871",47.24534,4.972309,"locality","21220 Fixin, France","locality,political","OK",870
"872",46.1633869,9.8447202,"establishment","Valtellina, 23100 Sondrio, Province of Sondrio, Italy","establishment,natural_feature","OK",871
"873",47.065692,4.85994,"locality","Aloxe-Corton, France","locality,political","OK",872
"874",NA,NA,NA,NA,NA,"ZERO_RESULTS",873
"875",NA,NA,NA,NA,NA,"ZERO_RESULTS",874
"876",46.70326,4.672936,"establishment","Montagny, 71390 Montagny-lès-Buxy, France","establishment,food,point_of_interest","OK",875
"877",-33.648094,18.9979384,"route","Simonsberg St, Wellington, 7654, South Africa","route","OK",876
"878",-34.5907059,-56.2566093,"locality","Juanico, Canelones Department, Uruguay","locality,political","OK",877
"879",43.413029,34.299316,"establishment","Black Sea","establishment,natural_feature","OK",878
"880",-27.2423392,-50.2188556,"administrative_area_level_1","State of Santa Catarina, Brazil","administrative_area_level_1,political","OK",879
"881",NA,NA,NA,NA,NA,"ZERO_RESULTS",880
"882",34.0810268,-118.802018,"route","Newton Canyon Rd, Malibu, CA 90265, USA","route","OK",881
"883",36.880581,-3.185691,"establishment","Cortijo Barranco Oscuro, 18440, Granada, Spain","establishment,food,point_of_interest","OK",882
"884",36.6974604,-121.405214,"establishment","Mt Harlan, California 95023, USA","establishment,natural_feature","OK",883
"885",46.227638,2.213749,"country","France","country,political","OK",884
"886",43.706727,1.847706,"colloquial_area","La Côte de Lesparre, 81500 Labastide-Saint-Georges, France","colloquial_area,political","OK",885
"887",46.1762609,9.8926869,"establishment","Via Panoramica, 298, 23020 Montagna In Valtellina SO, Italy","establishment,food,point_of_interest","OK",886
"888",41.7590802,1.8316737,"route","Carrer Pla, 08272 Sant Fruitós de Bages, Barcelona, Spain","route","OK",887
"889",-34.4897034,20.402376,"locality","Overberg DC, South Africa","locality,political","OK",888
"890",43.1237992,6.2513309,"route","Rue de Provence, 83250 La Londe-les-Maures, France","route","OK",889
"891",47.213041,-0.5296783,"establishment","Le Layon, France","establishment,natural_feature","OK",890
"892",NA,NA,NA,NA,NA,"ZERO_RESULTS",891
"893",38.674586,23.018732,"establishment","Χουλέβαινα, Atalanti 352 00, Greece","establishment,food,point_of_interest","OK",892
"894",NA,NA,NA,NA,NA,"ZERO_RESULTS",893
"895",37.6909682,-122.3107517,"establishment","San Francisco Bay, California, USA","establishment,natural_feature","OK",894
"896",45.9595588,23.5663758,"locality","Sebeș, Romania","locality,political","OK",895
"897",-36.7842847,145.1417222,"establishment","Lake Nagambie, Nagambie VIC 3608, Australia","establishment,natural_feature","OK",896
"898",44.865492,0.5179295,"route","Route des Cotes de Pecharmant, 24100 Bergerac, France","route","OK",897
"899",NA,NA,NA,NA,NA,"ZERO_RESULTS",898
"900",38.5181549,-9.0154448,"establishment","R. José Augusto Coelho 11/13, 2925-942 Azeitão, Portugal","establishment,food,point_of_interest","OK",899
"901",40.8176812,22.8527142,"colloquial_area","Macedonia Greece, Greece","colloquial_area,political","OK",900
"902",47.9445331,-120.6749068,"administrative_area_level_2","Chelan County, WA, USA","administrative_area_level_2,political","OK",901
"903",-36.0754119,146.9472741,"establishment","Riverina Hwy & Drome Street, East Albury NSW 2640, Australia","establishment,food,point_of_interest,restaurant","OK",902
"904",38.9022048,-9.0397427,"locality","Alverca do Ribatejo, Portugal","locality,political","OK",903
"905",33.6685798,-117.8636399,"establishment","4590 MacArthur Blvd #500, Newport Beach, CA 92660, USA","establishment,point_of_interest,real_estate_agency","OK",904
"906",34.097753,-118.8274921,"establishment","Malibu, CA 90265, USA","establishment,point_of_interest","OK",905
"907",47.165362,4.979823,"locality","Flagey-Echézeaux, France","locality,political","OK",906
"908",46.8322485,4.7242918,"route","Grande Rue, 71640 Mercurey, France","route","OK",907
"909",46.3519946,4.6983362,"route","Le Clos, 71960 Milly-Lamartine, France","route","OK",908
"910",47.176617,4.962975,"locality","Vougeot, France","locality,political","OK",909
"911",-37.1624826,140.9351108,"locality","Wrattonbully SA 5271, Australia","locality,political","OK",910
"912",46.3385307,4.726553,"route","Route de Mâcon, 71960 La Roche-Vineuse, France","route","OK",911
"913",NA,NA,NA,NA,NA,"ZERO_RESULTS",912
"914",46.499495,4.79124,"establishment","Rue des Moines, Sagy-le-Haut, 71260 Cruzille, France","establishment,food,point_of_interest","OK",913
"915",38.3408187,-122.4731735,"route","Moon Mountain Rd, Sonoma, CA 95476, USA","route","OK",914
"916",NA,NA,NA,NA,NA,"ZERO_RESULTS",915
"917",51.165691,10.451526,"country","Germany","country,political","OK",916
"918",44.6688073,8.2585738,"locality","14051 Loazzolo AT, Italy","locality,political","OK",917
"919",40.7450055,-123.8695086,"administrative_area_level_2","Humboldt County, CA, USA","administrative_area_level_2,political","OK",918
"920",38.569441,-8.9016937,"locality","Palmela, Portugal","locality,political","OK",919
"921",32.689741,35.241886,"route","Galil St, Migdal HaEmek, Israel","route","OK",920
"922",NA,NA,NA,NA,NA,"ZERO_RESULTS",921
"923",43.310567,-0.482417,"establishment","Chemin Cinquau, 64230 Artiguelouve, France","establishment,food,lodging,point_of_interest","OK",922
"924",NA,NA,NA,NA,NA,"ZERO_RESULTS",923
"925",45.7746752,14.2126578,"establishment","Tržaška cesta 1, 6230 Postojna, Slovenia","establishment,lodging,point_of_interest","OK",924
"926",45.1,15.2000001,"country","Croatia","country,political","OK",925
"927",-43.0548342,172.7612505,"locality","Waipara 7483, New Zealand","locality,political","OK",926
"928",42.96958,10.828253,"bar","Fattoria Poggetti Località Cura Nuova, 58024 Massa Marittima GR, Italy","bar,establishment,food,point_of_interest","OK",927
"929",38.2998429,-122.475054,"electronics_store","Sonoma, CA, USA","electronics_store,establishment,home_goods_store,point_of_interest,store","OK",928
"930",42.811253,2.593028,"locality","66460 Maury, France","locality,political","OK",929
"931",42.7468364,2.903213,"route","Rue du Muscat, 66380 Pia, France","route","OK",930
"932",43.7388922,11.3860171,"locality","50067 Montecucco FI, Italy","locality,political","OK",931
"933",NA,NA,NA,NA,NA,"ZERO_RESULTS",932
"934",-24.3559,30.6482544,"establishment","Olifantsrivier, South Africa","establishment,natural_feature","OK",933
"935",-34.9011127,-56.1645314,"locality","Montevideo, Montevideo Department, Uruguay","locality,political","OK",934
"936",37.3336581,-121.8907041,"administrative_area_level_2","Santa Clara County, CA, USA","administrative_area_level_2,political","OK",935
"937",47.8564743,-4.0195905,"campground","Campsite L'Atlantique, Hent Kerbader, 29170 Fouesnant, France","campground,establishment,lodging,park,point_of_interest,real_estate_agency,rv_park,travel_agency","OK",936
"938",-21.8420605,-45.4121561,"administrative_area_level_2","Campanha - State of Minas Gerais, 37400-000, Brazil","administrative_area_level_2,political","OK",937
"939",31.046051,34.851612,"country","Israel","country,political","OK",938
"940",NA,NA,NA,NA,NA,"ZERO_RESULTS",939
"941",NA,NA,NA,NA,NA,"ZERO_RESULTS",940
"942",45.514997,6.0194833,"establishment","1327 route du Coteau de Torméry, 73800 Chignin, France","establishment,food,point_of_interest","OK",941
"943",46.0412957,4.635594,"route","Place Jean Blanc, 69460 Salles-Arbuissonnas-en-Beaujolais, France","route","OK",942
"944",46.339224,4.727428,"establishment","Chemin de la Grange du Dîme, 71960 La Roche-Vineuse, France","establishment,food,point_of_interest","OK",943
"945",NA,NA,NA,NA,NA,"ZERO_RESULTS",944
"946",43.010788,1.434564,"colloquial_area","Côtes, 09240 La Bastide-de-Sérou, France","colloquial_area,political","OK",945
"947",47.8650427,16.7775594,"establishment","Lake Neusiedl","establishment,natural_feature","OK",946
"948",46.2677996,4.7296544,"locality","71570 Leynes, France","locality,political","OK",947
"949",47.162494,19.5033041,"country","Hungary","country,political","OK",948
"950",47.097651,4.434618,"colloquial_area","En Duras, 21230 Magnien, France","colloquial_area,political","OK",949
"951",42.893306,2.978041,"locality","11510 Fitou, France","locality,political","OK",950
"952",48.8739196,2.3280831,"clothing_store","Printemps Haussmann, 64 Boulevard Haussmann, 75009 Paris, France","clothing_store,establishment,point_of_interest,store","OK",951
"953",47.7236535,-122.4713352,"establishment","Puget Sound, Washington, USA","establishment,natural_feature","OK",952
"954",NA,NA,NA,NA,NA,"ZERO_RESULTS",953
"955",NA,NA,NA,NA,NA,"ZERO_RESULTS",954
"956",47.073505,4.875509,"route","Rue des Vergennes, 21550 Ladoix-Serrigny, France","route","OK",955
"957",47.2266864,4.9790587,"establishment","53 Route de Beaune, 21220 Gevrey-Chambertin, France","establishment,food,liquor_store,lodging,point_of_interest,store","OK",956
"958",44.5319723,7.9497482,"locality","12063 Dogliani, Province of Cuneo, Italy","locality,political","OK",957
"959",47.4503819,-0.5709138,"route","Place du Village Anjou, 49000 Angers, France","route","OK",958
"960",44.632311,-0.316283,"establishment","D10 Route de Langon, 33410 Cadillac, France","establishment,liquor_store,museum,point_of_interest,store","OK",959
"961",43.5861991,4.1973077,"establishment","CD979, Mas Cambon, Route de Saint Laurent d'Aigouze, 30220 Aigues-Mortes, France","establishment,food,lodging,place_of_worship,point_of_interest,restaurant,university","OK",960
"962",NA,NA,NA,NA,NA,"ZERO_RESULTS",961
"963",41.1297613,14.7826208,"locality","82100 Benevento, Province of Benevento, Italy","locality,political","OK",962
"964",45.6833333,11.2166667,"establishment","Monti Lessini, 36076 Recoaro Terme, Province of Vicenza, Italy","establishment,natural_feature","OK",963
"965",-35.2462077,138.55089,"establishment","281 Main Rd, McLaren Vale SA 5171, Australia","establishment,food,liquor_store,point_of_interest,store","OK",964
"966",NA,NA,NA,NA,NA,"ZERO_RESULTS",965
"967",-33.5769721,-70.6782097,"route","Lolol, El Bosque, Región Metropolitana, Chile","route","OK",966
"968",-33.4553715,-70.5764446,"route","Cauquenes, Ñuñoa, Región Metropolitana, Chile","route","OK",967
"969",40.7028666,17.3392645,"locality","74015 Martina Franca, Province of Taranto, Italy","locality,political","OK",968
"970",NA,NA,NA,NA,NA,"ZERO_RESULTS",969
"971",42.6346747,3.0306154,"establishment","6 Rue Mirabeau, 66750 Saint-Cyprien, France","establishment,health,point_of_interest","OK",970
"972",NA,NA,NA,NA,NA,"ZERO_RESULTS",971
"973",38.2529705,-122.1621917,"locality","Green Valley, CA 94534, USA","locality,political","OK",972
"974",NA,NA,NA,NA,NA,"ZERO_RESULTS",973
"975",40.6569836,14.5422225,"establishment","Sorrento Peninsula, Italy","establishment,natural_feature","OK",974
"976",39.59389,-121.52833,"locality","Oregon City, CA 95965, USA","locality,political","OK",975
"977",38.9582307,-122.6263728,"locality","Clearlake, CA, USA","locality,political","OK",976
"978",-25.7740895,28.2204987,"political","Groenkloof, Pretoria, 0027, South Africa","political,sublocality,sublocality_level_1","OK",977
"979",32.9918817,-117.0151736,"route","High Valley Rd, Poway, CA 92064, USA","route","OK",978
"980",NA,NA,NA,NA,NA,"ZERO_RESULTS",979
"981",NA,NA,NA,NA,NA,"ZERO_RESULTS",980
"982",NA,NA,NA,NA,NA,"ZERO_RESULTS",981
"983",39.6280198,-1.1645428,"route","Calle Levante, 46312 Utiel, Valencia, Spain","route","OK",982
"984",39.0574004,-9.0063654,"administrative_area_level_2","Alenquer, 2580, Portugal","administrative_area_level_2,political","OK",983
"985",45.464032,11.236863,"establishment","Via Libertà, 55, 37038 Soave VR, Italy","establishment,food,point_of_interest","OK",984
"986",45.999672,13.5307396,"route","Goriška cesta, 5212 Dobrovo v Brdih, Slovenia","route","OK",985
"987",44.1735518,28.4105479,"locality","Murfatlar, Romania","locality,political","OK",986
"988",38.2172561,-122.2730219,"airport","Napa County Airport, 2030 Airport Rd, Napa, CA 94558, USA","airport,establishment,point_of_interest","OK",987
"989",41.271299,-7.50456,"establishment","Lugar dos Pousados, 5070-265 Favaios, Portugal","establishment,food,point_of_interest","OK",988
"990",45.5469616,-123.1386021,"administrative_area_level_2","Washington County, OR, USA","administrative_area_level_2,political","OK",989
"991",-40.900557,174.885971,"country","New Zealand","country,political","OK",990
"992",46.955634,4.721697,"political","Gamay, 21190 Saint-Aubin, France","political,sublocality,sublocality_level_1","OK",991
"993",45.6120081,10.0260956,"establishment","Corte Franca 25040, BS, Italy","establishment,point_of_interest","OK",992
"994",33.6340691,-112.2353196,"establishment","16160 N 83rd Ave, Peoria, AZ 85382, USA","establishment,food,point_of_interest,restaurant","OK",993
"995",-34.3486042,-56.7075141,"locality","San José de Mayo, San José Department, Uruguay","locality,political","OK",994
"996",NA,NA,NA,NA,NA,"ZERO_RESULTS",995
"997",43.8514116,10.624758,"locality","55016 Palazzo Rosso LU, Italy","locality,political","OK",996
"998",44.8533003,-0.0436106,"establishment","6 Allée de la République, 33350 Castillon-la-Bataille, France","establishment,liquor_store,point_of_interest,store,travel_agency","OK",997
"999",38.25552,-122.3513889,"establishment","1240 Duhig Rd, Napa, CA 94559, USA","establishment,food,liquor_store,point_of_interest,store","OK",998
"1000",-34.9172455,138.8315666,"locality","Lenswood SA 5240, Australia","locality,political","OK",999
"1001",47.02603,4.840004,"locality","21200 Beaune, France","locality,political","OK",1000
"1002",47.4908629,-0.5045144,"route","Rue Rose Avalanche, 49480 Saint-Sylvain-d'Anjou, France","route","OK",1001
"1003",NA,NA,NA,NA,NA,"ZERO_RESULTS",1002
"1004",47.6584551,1.2631801,"route","Impasse du Coteau, 41330 La Chapelle-Vendômoise, France","route","OK",1003
"1005",NA,NA,NA,NA,NA,"ZERO_RESULTS",1004
"1006",-29.1778957,-51.5672795,"locality","Vale dos Vinhedos, Bento Gonçalves - RS, 95700-000, Brazil","locality,political","OK",1005
"1007",43.7793165,11.2407852,"establishment","Viale Belfiore, 9, 50144 Firenze FI, Italy","establishment,food,point_of_interest","OK",1006
"1008",47.49497,16.50879,"administrative_area_level_2","Oberpullendorf District, Austria","administrative_area_level_2,political","OK",1007
"1009",NA,NA,NA,NA,NA,"ZERO_RESULTS",1008
"1010",36.1784676,-80.8689607,"colloquial_area","Swan Creek, South Knobs, NC 27020, USA","colloquial_area,political","OK",1009
"1011",NA,NA,NA,NA,NA,"ZERO_RESULTS",1010
"1012",-34.6366583,-71.3501388,"route","Apalta, Santa Cruz, VI Región, Chile","route","OK",1011
"1013",-32.6144566,149.5733291,"locality","Mudgee NSW 2850, Australia","locality,political","OK",1012
"1014",-33.283333,149.1,"locality","Orange NSW 2800, Australia","locality,political","OK",1013
"1015",-31.2532183,146.921099,"administrative_area_level_1","New South Wales, Australia","administrative_area_level_1,political","OK",1014
"1016",NA,NA,NA,NA,NA,"ZERO_RESULTS",1015
"1017",NA,NA,NA,NA,NA,"ZERO_RESULTS",1016
"1018",NA,NA,NA,NA,NA,"ZERO_RESULTS",1017
"1019",47.388264,0.827383,"locality","37270 Montlouis-sur-Loire, France","locality,political","OK",1018
"1020",44.464319,1.66836,"establishment","Rue de la Peyrolerie, 46330 Saint-Cirq-Lapopie, France","establishment,food,grocery_or_supermarket,point_of_interest,store","OK",1019
"1021",-38.1635613,-72.5204827,"administrative_area_level_2","Malleco Province, Araucania, Chile","administrative_area_level_2,political","OK",1020
"1022",41.8962899,12.4826181,"route","Piazza Venezia, Roma RM, Italy","route","OK",1021
"1023",NA,NA,NA,NA,NA,"ZERO_RESULTS",1022
"1024",NA,NA,NA,NA,NA,"ZERO_RESULTS",1023
"1025",NA,NA,NA,NA,NA,"ZERO_RESULTS",1024
"1026",40.7302327,13.8942535,"establishment","Mount Epomeo, 80074 Casamicciola Terme, Metropolitan City of Naples, Italy","establishment,natural_feature","OK",1025
"1027",41.2833333,13.9666667,"establishment","Roccamonfina, 81035 Roccamonfina, Province of Caserta, Italy","establishment,natural_feature","OK",1026
"1028",45.269046,-0.523209,"locality","33860 Marcillac, France","locality,political","OK",1027
"1029",42.0002101,-4.5117114,"establishment","Pol. Ind. El Vial, C/ Andalucía, 64, 34004 Palencia, Spain","establishment,furniture_store,home_goods_store,point_of_interest,store","OK",1028
"1030",35.5312236,-120.6308527,"route","S El Pomar Rd, Templeton, CA 93465, USA","route","OK",1029
"1031",41.3348677,13.9492051,"administrative_area_level_3","81044 Galluccio, Province of Caserta, Italy","administrative_area_level_3,political","OK",1030
"1032",47.874593,3.980885,"locality","89700 Épineuil, France","locality,political","OK",1031
"1033",40.6794227,14.8641034,"establishment","Via Nido, 84099 S. Cipriano Picentino SA, Italy","establishment,food,point_of_interest","OK",1032
"1034",NA,NA,NA,NA,NA,"ZERO_RESULTS",1033
"1035",46.1904614,7.5449226,"administrative_area_level_1","Valais, Switzerland","administrative_area_level_1,political","OK",1034
"1036",38.029655,-119.9740534,"administrative_area_level_2","Tuolumne County, CA, USA","administrative_area_level_2,political","OK",1035
"1037",NA,NA,NA,NA,NA,"ZERO_RESULTS",1036
"1038",-31.6004795,-71.5189767,"establishment","Choapa River, Canela, Coquimbo Region, Chile","establishment,natural_feature","OK",1037
"1039",28.2903301,-81.3592502,"establishment","e 34744, 2095 E Irlo Bronson Memorial Hwy, Kissimmee, FL 34744, United States","establishment,food,point_of_interest,restaurant","OK",1038
"1040",35.3979844,-120.613122,"establishment","9000 Yerba Buena Ave, Santa Margarita, CA 93453, USA","establishment,food,point_of_interest","OK",1039
"1041",NA,NA,NA,NA,NA,"ZERO_RESULTS",1040
"1042",43.8818198,-0.5192546,"locality","40280 Saint-Pierre-du-Mont, France","locality,political","OK",1041
"1043",NA,NA,NA,NA,NA,"ZERO_RESULTS",1042
"1044",46.4805876,4.8158278,"establishment","995 Rue des Charmes, 71260 Lugny, France","establishment,point_of_interest","OK",1043
"1045",44.639077,8.668672,"establishment","Via Castello, 1, 15070 Tagliolo Monferrato AL, Italy","establishment,food,lodging,point_of_interest","OK",1044
"1046",42.315407,43.356892,"country","Georgia","country,political","OK",1045
"1047",39.9333635,32.8597419,"locality","Ankara, Turkey","locality,political","OK",1046
"1048",34.0259216,-118.7797571,"locality","Malibu, CA, USA","locality,political","OK",1047
"1049",46.875041,4.740823,"locality","71150 Rully, France","locality,political","OK",1048
"1050",37.7547857,26.9777701,"establishment","Samos, Greece","establishment,natural_feature","OK",1049
"1051",45.1847248,9.1582069,"locality","27100 Pavia, Province of Pavia, Italy","locality,political","OK",1050
"1052",44.9007512,8.2064257,"locality","14100 Asti, Province of Asti, Italy","locality,political","OK",1051
"1053",43.8007472,11.0146187,"administrative_area_level_3","Carmignano, Province of Prato, Italy","administrative_area_level_3,political","OK",1052
"1054",49.6864728,8.3469239,"route","Mittelrheinstraße, 67550 Worms, Germany","route","OK",1053
"1055",38.0523547,-1.6598746,"route","Calle Levante, 30180 Bullas, Murcia, Spain","route","OK",1054
"1056",NA,NA,NA,NA,NA,"ZERO_RESULTS",1055
"1057",47.166,16.44581,"locality","7474 Deutsch Schützen, Austria","locality,political","OK",1056
"1058",38.288579,-76.4792473,"route","McDowell Ln, Lexington Park, MD 20653, USA","route","OK",1057
"1059",-34.9984205,-71.3445822,"locality","Sagrada Familia, Maule Region, Chile","locality,political","OK",1058
"1060",NA,NA,NA,NA,NA,"ZERO_RESULTS",1059
"1061",40.288587,15.3608494,"establishment","Cilento and Vallo di Diano National Park, Provincia di Salerno, Italy","establishment,park,point_of_interest","OK",1060
"1062",NA,NA,NA,NA,NA,"ZERO_RESULTS",1061
"1063",36.0223527,-81.4900963,"locality","Yadkin Valley, NC 28645, USA","locality,political","OK",1062
"1064",40.6333389,14.6028963,"establishment","84011 Amalfi SA, Italy","establishment,point_of_interest","OK",1063
"1065",47.516231,14.550072,"country","Austria","country,political","OK",1064
"1066",43.3437748,17.8077578,"locality","Mostar 88000, Bosnia and Herzegovina","locality,political","OK",1065
"1067",41.6611277,-91.5301683,"locality","Iowa City, IA, USA","locality,political","OK",1066
"1068",NA,NA,NA,NA,NA,"ZERO_RESULTS",1067
"1069",NA,NA,NA,NA,NA,"ZERO_RESULTS",1068
"1070",43.6376174,-123.568152,"locality","Elkton, OR 97436, USA","locality,political","OK",1069
"1071",NA,NA,NA,NA,NA,"ZERO_RESULTS",1070
"1072",-33.2872221,19.1434108,"locality","Tulbagh, 6820, South Africa","locality,political","OK",1071
"1073",-32.5891202,19.0118251,"administrative_area_level_3","Citrusdal, South Africa","administrative_area_level_3,political","OK",1072
"1074",-34.4116592,19.2065868,"political","Hemel en Aarde, Hermanus, 7200, South Africa","political,sublocality,sublocality_level_1","OK",1073
"1075",-21.0593815,55.2272854,"route","Rue Ceres, Saint-Gilles les Bains, Reunion","route","OK",1074
"1076",-34.2254252,19.1969241,"locality","Bot River, South Africa","locality,political","OK",1075
"1077",46.998258,4.708748,"locality","21190 Saint-Romain, France","locality,political","OK",1076
"1078",45.4518472,10.6415349,"establishment","Via 1866, 19, 25019 località Rovizza di Sirmione BS, Italy","establishment,food,lodging,point_of_interest","OK",1077
"1079",NA,NA,NA,NA,NA,"ZERO_RESULTS",1078
"1080",NA,NA,NA,NA,NA,"ZERO_RESULTS",1079
"1081",43.3841747,2.832707,"establishment","34360 Saint-Jean-de-Minervois, France","establishment,food,point_of_interest","OK",1080
"1082",42.48343,3.128874,"locality","66650 Banyuls-sur-Mer, France","locality,political","OK",1081
"1083",41.9006087,12.4802031,"city_hall","Piazza Colonna, 355, 00187 Roma RM, Italy","city_hall,establishment,local_government_office,point_of_interest","OK",1082
"1084",38.2466395,21.734574,"locality","Patras, Greece","locality,political","OK",1083
"1085",34.4217857,-119.7268477,"route","Monterey St, Santa Barbara, CA 93101, USA","route","OK",1084
"1086",NA,NA,NA,NA,NA,"ZERO_RESULTS",1085
"1087",44.0845688,12.3542982,"establishment","Rubicon River, Italy","establishment,natural_feature","OK",1086
"1088",NA,NA,NA,NA,NA,"ZERO_RESULTS",1087
"1089",36.9809152,14.5506803,"route","Via del Frappato, 97019 Vittoria RG, Italy","route","OK",1088
"1090",44.1298909,5.0236471,"establishment","Chemin Durban, 84190 Beaumes-de-Venise, France","establishment,food,point_of_interest","OK",1089
"1091",38.0022977,22.5245093,"administrative_area_level_3","Corinthia, Greece","administrative_area_level_3,political","OK",1090
"1092",39.2052632,-1.3081535,"establishment","Calle Diseminados, 5, 02212, Albacete, Spain","establishment,point_of_interest","OK",1091
"1093",38.4593019,-122.7171838,"route","Mendocino Ave, Santa Rosa, CA, USA","route","OK",1092
"1094",39.074208,21.824312,"country","Greece","country,political","OK",1093
"1095",46.4893405,4.913118,"route","Voie Bleue (Tournus - Mâcon), 71700 Uchizy, France","route","OK",1094
"1096",NA,NA,NA,NA,NA,"ZERO_RESULTS",1095
"1097",45.4223008,11.2485921,"establishment","Via Giulio Camuzzoni, 3, 37038 Soave VR, Italy","establishment,food,point_of_interest","OK",1096
"1098",-35.5364676,-71.4893705,"locality","San Clemente, Maule Region, Chile","locality,political","OK",1097
"1099",47.037338,4.820771,"political","Sur les Grèves, 21200 Beaune, France","political,sublocality,sublocality_level_1","OK",1098
"1100",45.0199283,8.366518,"establishment","Ca Cima, 1, 15049 Vignale Monferrato AL, Italy","establishment,lodging,point_of_interest","OK",1099
"1101",40.2696379,18.0604887,"locality","73043 Copertino LE, Italy","locality,political","OK",1100
"1102",37.398829,-122.1346859,"neighborhood","Alta Mesa, Palo Alto, CA 94304, USA","neighborhood,political","OK",1101
"1103",43.746498,6.098248,"campground","Camping Tohapi The Coteau de la Marine ****, Coteau de la Marine, 04500 Montagnac-Montpezat, France","campground,establishment,lodging,park,point_of_interest,rv_park","OK",1102
"1104",45.630613,18.8133484,"locality","31327, Podunavlje, Croatia","locality,political","OK",1103
"1105",44.0722489,4.7396417,"route","Rue du Rhône, 30150 Montfaucon, France","route","OK",1104
"1106",38.9778347,-122.8394785,"establishment","3865 Main St, Kelseyville, CA 95451, USA","establishment,local_government_office,point_of_interest","OK",1105
"1107",NA,NA,NA,NA,NA,"ZERO_RESULTS",1106
"1108",40.7845262,21.4131222,"locality","Florina 531 00, Greece","locality,political","OK",1107
"1109",36.1288547,-121.0204672,"locality","San Lucas, CA 93954, USA","locality,political","OK",1108
"1110",-33.7309374,-70.7423218,"locality","Buin, Santiago Metropolitan Region, Chile","locality,political","OK",1109
"1111",53.7266683,-127.6476205,"administrative_area_level_1","British Columbia, Canada","administrative_area_level_1,political","OK",1110
"1112",NA,NA,NA,NA,NA,"ZERO_RESULTS",1111
"1113",NA,NA,NA,NA,NA,"ZERO_RESULTS",1112
"1114",38.9714548,-122.6557968,"route","Sonoma Ave, Clearlake, CA 95422, USA","route","OK",1113
"1115",43.5912356,3.2583626,"colloquial_area","Languedoc-Roussillon, France","colloquial_area,political","OK",1114
"1116",43.6962677,-86.4545969,"establishment","7045 W Deer Rd, Mears, MI 49436, USA","establishment,food,point_of_interest,school","OK",1115
"1117",NA,NA,NA,NA,NA,"ZERO_RESULTS",1116
"1118",NA,NA,NA,NA,NA,"ZERO_RESULTS",1117
"1119",43.1485716,2.79395,"route","Avenue des Corbières, 11200 Boutenac, France","route","OK",1118
"1120",NA,NA,NA,NA,NA,"ZERO_RESULTS",1119
"1121",NA,NA,NA,NA,NA,"ZERO_RESULTS",1120
"1122",48.379433,31.1655799,"country","Ukraine","country,political","OK",1121
"1123",40.4172871,-82.907123,"administrative_area_level_1","Ohio, USA","administrative_area_level_1,political","OK",1122
