"","country","description","designation","points","price","province","region_1","region_2","taster_name","taster_twitter_handle","title","variety","winery","address","lat","long","description2"
"2743","US","Here's a Cab that needs food to round it off and polish its rough edges. Very dry and a bit angular in tannins, with a peppery bite and generous flavors of cherries and blackberries.","Heritage Reserve",89,50,"California","Sonoma Valley","Sonoma","","","Schug 2004 Heritage Reserve Cabernet Sauvignon (Sonoma Valley)","Cabernet Sauvignon","Schug","Sonoma Valley, California, US",38.5779555,-122.9888319,"Here's a Cab that needs food to round it off and polish its rough edges. Very dry and a bit angular in tannins, with a peppery bite and generous flavors of cherries and blackberries. Cabernet Sauvignon US California Sonoma Valley Schug"
"2744","US","This is a dark, sappy, saturated wine, and the power and grip of the fruit belies its claim of 12.9% alcohol. The Malbec is plenty ripe without being over-ripe, and the fruit retains a certain muscularity, along with a mélange of cherries, plums, rum-soaked raisins and coffee liqueur. Thoroughly delicious and captivating.","Alice Vineyard",89,30,"Washington","Wahluke Slope","Columbia Valley","Paul Gregutt","@paulgwine ","Tagaris 2006 Alice Vineyard Malbec (Wahluke Slope)","Malbec","Tagaris","Wahluke Slope, Washington, US",46.7593986,-119.6824892,"This is a dark, sappy, saturated wine, and the power and grip of the fruit belies its claim of 12.9% alcohol. The Malbec is plenty ripe without being over-ripe, and the fruit retains a certain muscularity, along with a mélange of cherries, plums, rum-soaked raisins and coffee liqueur. Thoroughly delicious and captivating. Malbec US Washington Wahluke Slope Tagaris"
"2745","Spain","Torres' Celeste debuted in 2003, and the '05 is the best vintage to date. The wine has penetrating berry and spice aromas and an accent of animal leather. The palate is healthy and polished, with plum, blackberry and herbal notes. Comes together well and should be good in the cellar through 2012.","Celeste Crianza",89,22,"Northern Spain","Ribera del Duero","","Michael Schachner","@wineschach","Torres 2005 Celeste Crianza  (Ribera del Duero)","Tempranillo","Torres","Ribera del Duero, Northern Spain, Spain",41.5120194,-5.4922548,"Torres' Celeste debuted in 2003, and the '05 is the best vintage to date. The wine has penetrating berry and spice aromas and an accent of animal leather. The palate is healthy and polished, with plum, blackberry and herbal notes. Comes together well and should be good in the cellar through 2012. Tempranillo Spain Northern Spain Ribera del Duero Torres"
"2746","US","A solid effort that delivers all the buttery, creamy and fruity flavors most consumers love. Clean and vibrant in mouthwatering acidity, it's rich in pineapple, orange and spicy pear flavors.","Coastal Estates",86,11,"California","California","California Other","","","Beaulieu Vineyard 2010 Coastal Estates Chardonnay (California)","Chardonnay","Beaulieu Vineyard","California, California, US",36.778261,-119.4179324,"A solid effort that delivers all the buttery, creamy and fruity flavors most consumers love. Clean and vibrant in mouthwatering acidity, it's rich in pineapple, orange and spicy pear flavors. Chardonnay US California California Beaulieu Vineyard"
"2747","New Zealand","At only $12 per bottle, this is a solid value. The aromas are slightly dusty, like dried rose petal, while the flavors suggest mixed berries and dry earth, with a hint of black tea on the finish. Tannins are silky. Drink now.","",86,12,"Marlborough","","","Joe Czerwinski","@JoeCz","Stoneburn 2009 Pinot Noir (Marlborough)","Pinot Noir","Stoneburn",", Marlborough, New Zealand",-41.57269,173.4216613,"At only $12 per bottle, this is a solid value. The aromas are slightly dusty, like dried rose petal, while the flavors suggest mixed berries and dry earth, with a hint of black tea on the finish. Tannins are silky. Drink now. Pinot Noir New Zealand Marlborough  Stoneburn"
"2748","Argentina","Fresh and reasonably fruity on the nose, but it's also slightly gritty and tough. Shows medium weight and intensity in the mouth, with a medicinal red-berry flavor accented by spice and herb notes. It finishes dry and mildly oaky.","Reserve",86,11,"Mendoza Province","Mendoza","","Michael Schachner","@wineschach","Trivento 2010 Reserve Malbec (Mendoza)","Malbec","Trivento","Mendoza, Mendoza Province, Argentina",-32.8894587,-68.8458386,"Fresh and reasonably fruity on the nose, but it's also slightly gritty and tough. Shows medium weight and intensity in the mouth, with a medicinal red-berry flavor accented by spice and herb notes. It finishes dry and mildly oaky. Malbec Argentina Mendoza Province Mendoza Trivento"
"2749","Argentina","A blackened wine, with piercing, dense aromas of shoe polish, charred oak, dark spice and black fruit. It feels solid and juicy, with black-tasting flavors that focus on espresso and dark spice. The finish is a bit short on fruit.","",86,17,"Other","Alto Valle del Río Negro","","Michael Schachner","@wineschach","Verum 2010 Malbec (Alto Valle del Río Negro)","Malbec","Verum","Alto Valle del Río Negro, Other, Argentina",-40.0098842,-65.3927206,"A blackened wine, with piercing, dense aromas of shoe polish, charred oak, dark spice and black fruit. It feels solid and juicy, with black-tasting flavors that focus on espresso and dark spice. The finish is a bit short on fruit. Malbec Argentina Other Alto Valle del Río Negro Verum"
"2750","Argentina","This blend of 88% Cabernet Sauvignon and 12% Cabernet Franc is rustic smelling, with a rubbery, tannic mouthfeel and flavors of roasted plum and berry. Let this wine aerate to show its best.","Morena",86,30,"Mendoza Province","Luján de Cuyo","","Michael Schachner","@wineschach","Viña Alicia 2008 Morena Red (Luján de Cuyo)","Cabernet Blend","Viña Alicia","Luján de Cuyo, Mendoza Province, Argentina",-33.0391038,-68.8798644,"This blend of 88% Cabernet Sauvignon and 12% Cabernet Franc is rustic smelling, with a rubbery, tannic mouthfeel and flavors of roasted plum and berry. Let this wine aerate to show its best. Cabernet Blend Argentina Mendoza Province Luján de Cuyo Viña Alicia"
"2751","Italy","This has some light deposits at the bottom of the bottle, with a slightly cloudy appearance. Aromas of stone fruit, melon and citrus create a broad and thick aromatic front.","Col Fondo",86,18,"Veneto","Prosecco","","","","Ca' dei Zago 2010 Col Fondo  (Prosecco)","Glera","Ca' dei Zago","Prosecco, Veneto, Italy",45.9421936,12.31999,"This has some light deposits at the bottom of the bottle, with a slightly cloudy appearance. Aromas of stone fruit, melon and citrus create a broad and thick aromatic front. Glera Italy Veneto Prosecco Ca' dei Zago"
"2752","Italy","There's a touch of burnt almond at the start, but this bright effort soon picks up speed thanks to delicate aromas of honey, cantaloupe and white peach. This is smooth and creamy on the finish.","Cuvée Brut",86,16,"Veneto","Conegliano Valdobbiadene Prosecco Superiore","","","","Carpenè Malvolti NV Cuvée Brut  (Conegliano Valdobbiadene Prosecco Superiore)","Glera","Carpenè Malvolti","Conegliano Valdobbiadene Prosecco Superiore, Veneto, Italy",45.915836,12.166491,"There's a touch of burnt almond at the start, but this bright effort soon picks up speed thanks to delicate aromas of honey, cantaloupe and white peach. This is smooth and creamy on the finish. Glera Italy Veneto Conegliano Valdobbiadene Prosecco Superiore Carpenè Malvolti"
"2753","US","This is fruity as a pastry, with flavors of nougat, blackberry and cherry jam, toasted almond and honey. Modern in style, the texture is soft, with melted tannins.","Syrah-Merlot-Cabernet Sauvignon",86,85,"California","Sonoma-Napa","Napa-Sonoma","","","Galaxy 2008 Syrah-Merlot-Cabernet Sauvignon Red (Sonoma-Napa)","Red Blend","Galaxy","Sonoma-Napa, California, US",38.291859,-122.4580356,"This is fruity as a pastry, with flavors of nougat, blackberry and cherry jam, toasted almond and honey. Modern in style, the texture is soft, with melted tannins. Red Blend US California Sonoma-Napa Galaxy"
"2754","Argentina","Black in color, this wine has reduced aromas of blueberry, cumin and bitter chocolate. Thick and generous in the mouth, but also rugged, with sweet blackberry and bacon flavors and a lot of toasty-oak influence.","Vendimia Especial",86,20,"Mendoza Province","Mendoza","","Michael Schachner","@wineschach","Gardel 2010 Vendimia Especial Malbec (Mendoza)","Malbec","Gardel","Mendoza, Mendoza Province, Argentina",-32.8894587,-68.8458386,"Black in color, this wine has reduced aromas of blueberry, cumin and bitter chocolate. Thick and generous in the mouth, but also rugged, with sweet blackberry and bacon flavors and a lot of toasty-oak influence. Malbec Argentina Mendoza Province Mendoza Gardel"
"2755","Italy","Packaged in a pocket-friendly 187-ml bottle, this is fragrant and simple, with tonic, creamy foam and bright aromas of peach, honeydew and jasmine.","Mini",86,5,"Veneto","Prosecco","","","","Anna Spinato NV Mini  (Prosecco)","Glera","Anna Spinato","Prosecco, Veneto, Italy",45.9421936,12.31999,"Packaged in a pocket-friendly 187-ml bottle, this is fragrant and simple, with tonic, creamy foam and bright aromas of peach, honeydew and jasmine. Glera Italy Veneto Prosecco Anna Spinato"
"2756","Italy","A genuine, honest sparkler, this has simple tones of almond paste and lemon soda. The mouthfeel is held steady by foamy cream and bright effervescence.","Miraval Millesimato Extra Dry",86,19,"Veneto","Conegliano Valdobbiadene Prosecco Superiore","","","","Bellenda 2011 Miraval Millesimato Extra Dry  (Conegliano Valdobbiadene Prosecco Superiore)","Glera","Bellenda","Conegliano Valdobbiadene Prosecco Superiore, Veneto, Italy",45.915836,12.166491,"A genuine, honest sparkler, this has simple tones of almond paste and lemon soda. The mouthfeel is held steady by foamy cream and bright effervescence. Glera Italy Veneto Conegliano Valdobbiadene Prosecco Superiore Bellenda"
"2757","Italy","This sparkler opens with tonic, almost steely perlage that tickles the nose. The bouquet is comprised of crushed stone and white peach, and there's a distant hint of honey at the close.","Millesimato Brut",86,15,"Veneto","Conegliano Valdobbiadene Prosecco Superiore","","","","Bianca Vigna 2011 Millesimato Brut  (Conegliano Valdobbiadene Prosecco Superiore)","Glera","Bianca Vigna","Conegliano Valdobbiadene Prosecco Superiore, Veneto, Italy",45.915836,12.166491,"This sparkler opens with tonic, almost steely perlage that tickles the nose. The bouquet is comprised of crushed stone and white peach, and there's a distant hint of honey at the close. Glera Italy Veneto Conegliano Valdobbiadene Prosecco Superiore Bianca Vigna"
"2758","Italy","Direct and immediate, this crisp effort shows pretty balance between its sweet fruit and zesty citrus elements. A perfect summer-sipping sparkling wine.","Extra Dry",86,16,"Veneto","Conegliano Valdobbiadene Prosecco Superiore","","","","Carpenè Malvolti NV Extra Dry  (Conegliano Valdobbiadene Prosecco Superiore)","Glera","Carpenè Malvolti","Conegliano Valdobbiadene Prosecco Superiore, Veneto, Italy",45.915836,12.166491,"Direct and immediate, this crisp effort shows pretty balance between its sweet fruit and zesty citrus elements. A perfect summer-sipping sparkling wine. Glera Italy Veneto Conegliano Valdobbiadene Prosecco Superiore Carpenè Malvolti"
"2759","US","At first this shows some earthy, volatile aromas. The mineral-driven palate has tart, slightly bitter fruit flavors, suggesting crabapple and wild berry.","Atração",86,20,"Oregon","Willamette Valley","Willamette Valley","Paul Gregutt","@paulgwine ","Coelho 2010 Atração Pinot Noir (Willamette Valley)","Pinot Noir","Coelho","Willamette Valley, Oregon, US",44.942554,-122.9337615,"At first this shows some earthy, volatile aromas. The mineral-driven palate has tart, slightly bitter fruit flavors, suggesting crabapple and wild berry. Pinot Noir US Oregon Willamette Valley Coelho"
"2760","US","Toasty, caramelized oak dominates the aroma and flavor of this Cabernet Sauvignon-based blend. It tastes soft and a little short of power.","Headwaters",86,42,"California","Napa Valley","Napa","","","Coho 2009 Headwaters Red (Napa Valley)","Bordeaux-style Red Blend","Coho","Napa Valley, California, US",38.5024689,-122.2653887,"Toasty, caramelized oak dominates the aroma and flavor of this Cabernet Sauvignon-based blend. It tastes soft and a little short of power. Bordeaux-style Red Blend US California Napa Valley Coho"
"2761","US","A nice, sophisticated Cabernet to drink now Dry and crisp in acidity, it has a solid framework of tannins, giving structure to the blackberry and currant flavors.","",86,14,"California","Central Coast","Central Coast","","","Cupcake 2010 Cabernet Sauvignon (Central Coast)","Cabernet Sauvignon","Cupcake","Central Coast, California, US",36.691415,-119.4691728,"A nice, sophisticated Cabernet to drink now Dry and crisp in acidity, it has a solid framework of tannins, giving structure to the blackberry and currant flavors. Cabernet Sauvignon US California Central Coast Cupcake"
"2762","France","Spice and cream dominate this attractive wine. With its full flavors of spice and pear, there is a also a hint of flower. An attractive wine that is developing quickly.","Vignoble d'Epfig",86,28,"Alsace","Alsace","","Roger Voss","@vossroger","Domaine Ostertag 2010 Vignoble d'Epfig Riesling (Alsace)","Riesling","Domaine Ostertag","Alsace, Alsace, France",48.3181795,7.4416241,"Spice and cream dominate this attractive wine. With its full flavors of spice and pear, there is a also a hint of flower. An attractive wine that is developing quickly. Riesling France Alsace Alsace Domaine Ostertag"
"2763","France","Orange and mandarin flavors mark this warm, full-bodied wine. It's forward and fruity, showing a sweeter character, with vanilla and spice tones. Drink soon.","Steinert Grand Cru",86,35,"Alsace","Alsace","","Roger Voss","@vossroger","Domaine Rieflé 2008 Steinert Grand Cru Riesling (Alsace)","Riesling","Domaine Rieflé","Alsace, Alsace, France",48.3181795,7.4416241,"Orange and mandarin flavors mark this warm, full-bodied wine. It's forward and fruity, showing a sweeter character, with vanilla and spice tones. Drink soon. Riesling France Alsace Alsace Domaine Rieflé"
"2764","US","Riper and fruitier than Donati's less expensive '08s, the Ezio is a Bordeaux-style blend based on Cabernet Sauvignon. This swaps elegance for a more full-bodied, robust style that comes across as heavy.","Ezio",86,40,"California","Paicines","Central Coast","","","Donati 2008 Ezio Red (Paicines)","Bordeaux-style Red Blend","Donati","Paicines, California, US",36.7289127,-121.2788708,"Riper and fruitier than Donati's less expensive '08s, the Ezio is a Bordeaux-style blend based on Cabernet Sauvignon. This swaps elegance for a more full-bodied, robust style that comes across as heavy. Bordeaux-style Red Blend US California Paicines Donati"
"2765","Argentina","Solid on the bouquet, this has notes of dark fruit and smoke, with an almond-like sweetness. Big, bulky and bullish in the mouth, it has roasted, meaty flavors that include campfire smoke, flamed meat and black fruit. The finish tastes charred but feels healthy and lively.","",86,11,"Mendoza Province","Mendoza","","Michael Schachner","@wineschach","Andeluna 2010 Malbec (Mendoza)","Malbec","Andeluna","Mendoza, Mendoza Province, Argentina",-32.8894587,-68.8458386,"Solid on the bouquet, this has notes of dark fruit and smoke, with an almond-like sweetness. Big, bulky and bullish in the mouth, it has roasted, meaty flavors that include campfire smoke, flamed meat and black fruit. The finish tastes charred but feels healthy and lively. Malbec Argentina Mendoza Province Mendoza Andeluna"
"2766","France","This is one of several estates in this cru appellation where Georges Duboeuf makes and markets the wine. It is lightly wood aged to smooth out the ebullient fruits. Rich and with some firm tannins that will develop, it has concentration and a dense texture. Drink from 2018.","Château de Juliénas",90,22,"Beaujolais","Juliénas","","Roger Voss","@vossroger","Georges Duboeuf 2015 Château de Juliénas  (Juliénas)","Gamay","Georges Duboeuf","Juliénas, Beaujolais, France",46.235505,4.709971,"This is one of several estates in this cru appellation where Georges Duboeuf makes and markets the wine. It is lightly wood aged to smooth out the ebullient fruits. Rich and with some firm tannins that will develop, it has concentration and a dense texture. Drink from 2018. Gamay France Beaujolais Juliénas Georges Duboeuf"
"2767","France","This cru estate is owned by the Duboeuf family. The wine has some wood aging that adds to the rich texture while not detracting from the ripe juicy red-cherry fruit. With its tannins, the wine could age, so drink from late 2017.","Château des Capitans",90,20,"Beaujolais","Juliénas","","Roger Voss","@vossroger","Georges Duboeuf 2015 Château des Capitans  (Juliénas)","Gamay","Georges Duboeuf","Juliénas, Beaujolais, France",46.235505,4.709971,"This cru estate is owned by the Duboeuf family. The wine has some wood aging that adds to the rich texture while not detracting from the ripe juicy red-cherry fruit. With its tannins, the wine could age, so drink from late 2017. Gamay France Beaujolais Juliénas Georges Duboeuf"
"2768","France","From the south-east facing Côte du Py, this is a powerfully structured wine. It is as full of tannins as of ripe red fruits. The wine with its dense character it likely to age well over several years. Drink from 2018.","Domaine de Javernière Côte du Py",90,20,"Beaujolais","Morgon","","Roger Voss","@vossroger","Georges Duboeuf 2015 Domaine de Javernière Côte du Py  (Morgon)","Gamay","Georges Duboeuf","Morgon, Beaujolais, France",46.143967,4.6782106,"From the south-east facing Côte du Py, this is a powerfully structured wine. It is as full of tannins as of ripe red fruits. The wine with its dense character it likely to age well over several years. Drink from 2018. Gamay France Beaujolais Morgon Georges Duboeuf"
"2769","France","Owned by the Darroze family, the cru wine from this estate is produced by Georges Duboeuf. It is a dense wine with balancing rich black fruits. Its spicy cherry-fruit flavor and rich tannins give a wine that should age further. Drink from 2018.","Domaine des Quatres Vents",90,22,"Beaujolais","Fleurie","","Roger Voss","@vossroger","Georges Duboeuf 2015 Domaine des Quatres Vents  (Fleurie)","Gamay","Georges Duboeuf","Fleurie, Beaujolais, France",46.192646,4.6974557,"Owned by the Darroze family, the cru wine from this estate is produced by Georges Duboeuf. It is a dense wine with balancing rich black fruits. Its spicy cherry-fruit flavor and rich tannins give a wine that should age further. Drink from 2018. Gamay France Beaujolais Fleurie Georges Duboeuf"
"2770","US","This is an estate-grown blend of 61% Malbec, 33% Cabernet Sauvignon, 3% Petit Verdot and 3% Syrah. It sizzles in a mix of huckleberry and blueberry, full-bodied and dusty in tannin. Its juicy and lifted by moderate acidity, with oaky accents of vanilla, nutmeg and clove.","19 Block Mountain Cuvée",90,38,"California","Mount Veeder","Napa","Virginie Boone","@vboone","Hess Collection 2013 19 Block Mountain Cuvée Red (Mount Veeder)","Red Blend","Hess Collection","Mount Veeder, California, US",38.3689984,-122.4120862,"This is an estate-grown blend of 61% Malbec, 33% Cabernet Sauvignon, 3% Petit Verdot and 3% Syrah. It sizzles in a mix of huckleberry and blueberry, full-bodied and dusty in tannin. Its juicy and lifted by moderate acidity, with oaky accents of vanilla, nutmeg and clove. Red Blend US California Mount Veeder Hess Collection"
"2771","Italy","Made with 50% Merlot, 35% Cabernet Sauvignon, 10% Syrah and 5% Petit Verdot, this has subdued aromas suggesting underbrush, clove, dark-skinned berry and French oak. The smooth vibrant palate delivers red currant, unripe cherry, mocha and dried sage alongside fine-grained tannins. An orange zest note closes the finish.","",90,45,"Tuscany","Toscana","","Kerin O’Keefe","@kerinokeefe","Il Borro 2013 Red (Toscana)","Red Blend","Il Borro","Toscana, Tuscany, Italy",43.7710513,11.2486208,"Made with 50% Merlot, 35% Cabernet Sauvignon, 10% Syrah and 5% Petit Verdot, this has subdued aromas suggesting underbrush, clove, dark-skinned berry and French oak. The smooth vibrant palate delivers red currant, unripe cherry, mocha and dried sage alongside fine-grained tannins. An orange zest note closes the finish. Red Blend Italy Tuscany Toscana Il Borro"
"2772","US","First made during the Reagan-Gorbachev years, this blend of 74% Pinot Noir and 26% Chardonnay tastes of hazelnut torte and almond paste, offering richness interwoven with moderate acidity. On the lusherside of the sparkling spectrum, it offers a sweetness of peach, brown sugar and lemon meringue.","Russian Cuvée",90,42,"California","Green Valley","Sonoma","Virginie Boone","@vboone","Iron Horse 2011 Russian Cuvée Sparkling (Green Valley)","Sparkling Blend","Iron Horse","Green Valley, California, US",38.2529705,-122.1621917,"First made during the Reagan-Gorbachev years, this blend of 74% Pinot Noir and 26% Chardonnay tastes of hazelnut torte and almond paste, offering richness interwoven with moderate acidity. On the lusherside of the sparkling spectrum, it offers a sweetness of peach, brown sugar and lemon meringue. Sparkling Blend US California Green Valley Iron Horse"
"2773","Austria","Mossy freshness and fragrance appear on the shy subdued nose. The wonderfully slender and sprightly palate is fresh and delicate. There is something subtle and lithe about this, which is very uplifting. The finish is refreshing and clean.","",90,19,"Südsteiermark","","","Anne Krebiehl MW","@AnneInVino","Lackner Tinnacher 2015 Sauvignon Blanc (Südsteiermark)","Sauvignon Blanc","Lackner Tinnacher",", Südsteiermark, Austria",47.1540485,14.7383207,"Mossy freshness and fragrance appear on the shy subdued nose. The wonderfully slender and sprightly palate is fresh and delicate. There is something subtle and lithe about this, which is very uplifting. The finish is refreshing and clean. Sauvignon Blanc Austria Südsteiermark  Lackner Tinnacher"
"2774","US","Cabernet Sauvignon makes up over 70% of this blend with the balance Merlot, Petit Verdot and Malbec. It shows aromas of dark cherries, licorice and brooding black fruit that at times seems slightly dried out. The palate shows elegantly styled dark-fruit flavors that linger on the finish.","Proprietor's Cuvée",90,65,"Washington","Columbia Valley (WA)","Columbia Valley","Sean P. Sullivan","@wawinereport","Lauren Ashton Cellars 2013 Proprietor's Cuvée Red (Columbia Valley (WA))","Bordeaux-style Red Blend","Lauren Ashton Cellars","Columbia Valley (WA), Washington, US",47.4523058,-120.822886,"Cabernet Sauvignon makes up over 70% of this blend with the balance Merlot, Petit Verdot and Malbec. It shows aromas of dark cherries, licorice and brooding black fruit that at times seems slightly dried out. The palate shows elegantly styled dark-fruit flavors that linger on the finish. Bordeaux-style Red Blend US Washington Columbia Valley (WA) Lauren Ashton Cellars"
"2775","US","This is quite a dynamic and layered wine, especially for the bargain price, with deep and hearty blackberry, caramel, rust, lavender and potpourri on the nose. The berry-led palate is rustic and unrefined, with feral flavors, peppery spice and decent acidity.","",90,12,"California","Paso Robles","Central Coast","Matt Kettmann","@mattkettmann","Now Presenting... 2014 Red (Paso Robles)","Rhône-style Red Blend","Now Presenting...","Paso Robles, California, US",35.6368759,-120.6545022,"This is quite a dynamic and layered wine, especially for the bargain price, with deep and hearty blackberry, caramel, rust, lavender and potpourri on the nose. The berry-led palate is rustic and unrefined, with feral flavors, peppery spice and decent acidity. Rhône-style Red Blend US California Paso Robles Now Presenting..."
"2776","US","Full bodied and definitely fruity without being sweet, this wine from Fulcrum comes straight at the taste buds with opulent black cherry and tart raspberry flavors on a vivid texture. Having spent 15 months in French oak before bottling, it tastes a bit dense and muted at this point, and should be best after 2018.","Christina's Cuvée",90,38,"California","North Coast","North Coast","Jim Gordon","@gordone_cellars","On Point 2014 Christina's Cuvée Pinot Noir (North Coast)","Pinot Noir","On Point","North Coast, California, US",38.0192523,-122.8631254,"Full bodied and definitely fruity without being sweet, this wine from Fulcrum comes straight at the taste buds with opulent black cherry and tart raspberry flavors on a vivid texture. Having spent 15 months in French oak before bottling, it tastes a bit dense and muted at this point, and should be best after 2018. Pinot Noir US California North Coast On Point"
"2777","France","Ripe perfumed black fruits dominate this cru wine. They float above the firm tannins and concentrated acidity to offer a wine that will become rich and generous as it develops. A touch of pepper and spice adds to the layers of fruit. Drink from 2018","Les Mouilles",90,23,"Beaujolais","Juliénas","","Roger Voss","@vossroger","Pardon et Fils 2015 Les Mouilles  (Juliénas)","Gamay","Pardon et Fils","Juliénas, Beaujolais, France",46.235505,4.709971,"Ripe perfumed black fruits dominate this cru wine. They float above the firm tannins and concentrated acidity to offer a wine that will become rich and generous as it develops. A touch of pepper and spice adds to the layers of fruit. Drink from 2018 Gamay France Beaujolais Juliénas Pardon et Fils"
"2778","US","Spice and green pepper notes accentuate ripe luscious blackberry and cassis flavors in this classically inspired Cabernet Franc. Fine tannins and fresh cutting acidity lend vibe to the midpalate. Fleshy and ripe yet pleasantly herbaceous, it's ready to drink now but should hold well through 2022.","",90,28,"New York","North Fork of Long Island","Long Island","Anna Lee C. Iijima","","Paumanok 2014 Cabernet Franc (North Fork of Long Island)","Cabernet Franc","Paumanok","North Fork of Long Island, New York, US",40.9713215,-72.6261244,"Spice and green pepper notes accentuate ripe luscious blackberry and cassis flavors in this classically inspired Cabernet Franc. Fine tannins and fresh cutting acidity lend vibe to the midpalate. Fleshy and ripe yet pleasantly herbaceous, it's ready to drink now but should hold well through 2022. Cabernet Franc US New York North Fork of Long Island Paumanok"
"2779","France","This wine seems broad across the palate, but not quite as deep as some Condrieus. The fruit is understated, resembling gently toasted marshmallow and maybe a touch of baked pineapple, rather than flamboyant apricot and spice. Plan on serving it with fish or chicken rather than something rich or extravagant.","Amour de Dieu",90,90,"Rhône Valley","Condrieu","","Joe Czerwinski","@JoeCz","Jean-Luc Colombo 2013 Amour de Dieu  (Condrieu)","Viognier","Jean-Luc Colombo","Condrieu, Rhône Valley, France",45.4617136,4.7638274,"This wine seems broad across the palate, but not quite as deep as some Condrieus. The fruit is understated, resembling gently toasted marshmallow and maybe a touch of baked pineapple, rather than flamboyant apricot and spice. Plan on serving it with fish or chicken rather than something rich or extravagant. Viognier France Rhône Valley Condrieu Jean-Luc Colombo"
"2780","US","This wine is big in tannin, extracted and full bodied, with dense blueberry and maple syrup at its core. For fans of a rich style, it will impress for  its ripe, dark fruit and sizable yet velvety mouthfeel.","Thornton Vineyard",90,50,"California","Sonoma Coast","Sonoma","Virginie Boone","@vboone","Acacia 2013 Thornton Vineyard Pinot Noir (Sonoma Coast)","Pinot Noir","Acacia","Sonoma Coast, California, US",38.291859,-122.4580356,"This wine is big in tannin, extracted and full bodied, with dense blueberry and maple syrup at its core. For fans of a rich style, it will impress for  its ripe, dark fruit and sizable yet velvety mouthfeel. Pinot Noir US California Sonoma Coast Acacia"
"2781","France","This blend of 60% Grenache, 30% Syrah and 10% Cinsault would be a crowd favorite if more than 700 cases were available in the U.S. The black cherry fruit is punched up by hints of herbs and cracked pepper, there's ample weight but great freshness and zest, and the finish is long and complex, showing off hints of licorice, pepper and dusty earth. Drink now–2020.","Haut de Brun",90,15,"Rhône Valley","Côtes du Rhône","","Joe Czerwinski","@JoeCz","Alain Jaume et Fils 2014 Haut de Brun Red (Côtes du Rhône)","Rhône-style Red Blend","Alain Jaume et Fils","Côtes du Rhône, Rhône Valley, France",45.466861,4.8976656,"This blend of 60% Grenache, 30% Syrah and 10% Cinsault would be a crowd favorite if more than 700 cases were available in the U.S. The black cherry fruit is punched up by hints of herbs and cracked pepper, there's ample weight but great freshness and zest, and the finish is long and complex, showing off hints of licorice, pepper and dusty earth. Drink now–2020. Rhône-style Red Blend France Rhône Valley Côtes du Rhône Alain Jaume et Fils"
"2782","US","This smooth, lean red attractively delivers above its price point. Tart in clove and currant, it finishes with a whiplash of mocha.","",90,22,"California","Napa Valley","Napa","Virginie Boone","@vboone","Sean Minor 2013 Cabernet Sauvignon (Napa Valley)","Cabernet Sauvignon","Sean Minor","Napa Valley, California, US",38.5024689,-122.2653887,"This smooth, lean red attractively delivers above its price point. Tart in clove and currant, it finishes with a whiplash of mocha. Cabernet Sauvignon US California Napa Valley Sean Minor"
"2783","Austria","A slightly earthy nose of yellow plum and stone fruit leads to a fresh textured palate, which shows off mirabelles and lemons. There is a pleasant phenolic edge and a clean, long finish.","Grand Grü Reserve",90,30,"Kamptal","","","Anne Krebiehl MW","@AnneInVino","Steininger 2015 Grand Grü Reserve Grüner Veltliner (Kamptal)","Grüner Veltliner","Steininger",", Kamptal, Austria",48.5102792,15.4535824,"A slightly earthy nose of yellow plum and stone fruit leads to a fresh textured palate, which shows off mirabelles and lemons. There is a pleasant phenolic edge and a clean, long finish. Grüner Veltliner Austria Kamptal  Steininger"
"2784","Austria","The dark red fruit is enveloped in the rounded, rich and chocolaty scent of oak. The palate shows a lighter side with delicate fruit of a red-cherry nature. Freshness sumptuous oak and red-cherry notes marry well. This is lovely now, but just a few more months in bottle will allow it to knit together more. Drink now through 2020.","Ausstich",90,25,"Thermenregion","","","Anne Krebiehl MW","@AnneInVino","Stift Klosterneuburg 2014 Ausstich St. Laurent (Thermenregion)","St. Laurent","Stift Klosterneuburg",", Thermenregion, Austria",48.0024759,16.2480941,"The dark red fruit is enveloped in the rounded, rich and chocolaty scent of oak. The palate shows a lighter side with delicate fruit of a red-cherry nature. Freshness sumptuous oak and red-cherry notes marry well. This is lovely now, but just a few more months in bottle will allow it to knit together more. Drink now through 2020. St. Laurent Austria Thermenregion  Stift Klosterneuburg"
"2785","France","A four-acre parcel of old vines is the source of this dense and rich wine. It has jammy red berry and cherry fruits that are lifted by the mineral texture and acidity. The wine is balanced although it does need to age. Drink from the end of 2017.","Clos de la Brosse",90,21,"Beaujolais","Saint-Amour","","Roger Voss","@vossroger","Terroirs et Talents 2015 Clos de la Brosse  (Saint-Amour)","Gamay","Terroirs et Talents","Saint-Amour, Beaujolais, France",46.245875,4.743208,"A four-acre parcel of old vines is the source of this dense and rich wine. It has jammy red berry and cherry fruits that are lifted by the mineral texture and acidity. The wine is balanced although it does need to age. Drink from the end of 2017. Gamay France Beaujolais Saint-Amour Terroirs et Talents"
